,mean,median,min,quantile_20,quantile_25,quantile_44,quantile_60,quantile_75,quantile_88,max,std,skew,kurtosis,variation
others_dlr,0.04392575622310603,0.0,-26.694626743105843,-0.9236021977873807,-0.7165859940684749,-0.13222705936479068,0.31724132329654414,0.8276168613495671,1.4778711296994878,16.47558587868908,1.4816448782005083,-0.3655101527141612,16.53855462955887,2.195271545097799
others_cr,12191.002300369693,4653.973674626711,-19.153234483117444,280.00490297070945,383.2548733156444,3312.785665678165,11235.797737890847,24170.68220800167,34092.66947975653,41799.94686644816,13514.580220413627,0.7692564307092552,-0.9673839739610326,182643878.53399524
Close_bool,0.5392818781647998,1.0,0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.4984736680380205,-0.15763282680851662,-1.9754550388386585,0.24847599772727869
High_bool,0.5123523093447906,1.0,0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.49986657302018955,-0.0494300107291396,-1.9978632593913999,0.24986659082294851
Low_bool,0.5346785330673622,1.0,0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.4988150851237899,-0.1390649808324726,-1.9809649234957267,0.2488164891470538
Open_bool,0.5226331133957343,1.0,0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.49950664154704616,-0.09063577930814842,-1.992090855115646,0.24950688494960924
Close_labels,0.5717354611017339,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1,0.4948462497127204,-0.2899747962878777,-1.9162086733951351,0.24487281085474402
Open_labels,0.5726561301212214,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1,0.49471189978613833,-0.29377615768540205,-1.9139892844991624,0.24473986379001017
High_labels,0.5645235537824153,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1,0.4958382535075806,-0.26030043326237706,-1.9325402463163177,0.24585557364144775
Low_labels,0.5789473684210527,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1,0.49374691581026664,-0.3198378838140091,-1.8979949891588743,0.2437860168721505
Close_PolyInter,0.9988900874168627,1.0004659576843244,0.0,0.9881559760992178,0.9905234723409398,0.998314603288384,1.0040774146737155,1.0105164718578812,1.0186069696552453,1.1004251974146213,0.04191724928051878,-19.73900326505938,467.53865150471927,0.001757055787245152
Open_PolyInter,0.9988951680593042,1.0003921461882923,0.0,0.9881135575615653,0.9905960964541666,0.9983574758700335,1.0040239480205848,1.0103096458060323,1.0183983992339627,1.094777243968715,0.04182668873926604,-19.859550919343988,471.59051283260203,0.0017494718908914442
High_PolyInter,0.9989158625768616,1.0003813968936508,0.0,0.988548916982582,0.9909888777130738,0.9982790712995973,1.0038796119754465,1.0099712540502033,1.0178213639100548,1.0795026429933932,0.04149045711680353,-20.341955084976888,487.1583761714092,0.0017214580317613125
Low_PolyInter,0.9988841831551566,1.0004900361363758,0.0,0.9882584266197314,0.9906806941954522,0.998427677815224,1.0041478399097008,1.010426830301193,1.0184978864736924,1.1085007227900014,0.04208399307703133,-19.51868681391257,460.2263558068318,0.0017710624733076209
parabolic_sar,21.92090129166796,8.393004967906597,-0.3547900280618985,0.6685475121741931,0.8653544318897317,6.084697039589305,20.16247260569175,43.15657474510923,60.944201559023675,75.2779301209642,24.142067370909327,0.7751141380285501,-0.9530366459939574,582.8394169415249
weekday,2.0161884302593216,2.0,0,1.0,1.0,2.0,3.0,3.0,4.0,4,1.4012847258602104,-0.0071932438262348065,-1.2786504128972997,1.9635988829291249
High_bool__Low_bool,0.04703084241215283,0.0,-1,-1.0,-1.0,0.0,1.0,1.0,1.0,1,0.8838895028419569,-0.09167984079358882,-1.7139771636524852,0.7812606532342017
Close_bool__Open_bool,0.06191499156053399,0.0,-1,-1.0,-1.0,0.0,0.0,1.0,1.0,1,0.749486875381083,-0.10133449104731816,-1.2150192635209056,0.5617305763684991
High_bool__Low_bool__Close_bool__Open_bool,0.05209452201933405,0.0,-1,-1.0,0.0,0.0,0.0,1.0,1.0,1,0.6925870389585187,-0.06926778510780782,-0.9163392147811202,0.4796768065333287
